paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W2135031950	Univ Amsterdam, Academic Center for Dentistry Amsterdam, University of Amsterdam, Dept Periodontol, Acad Ctr Dent Amsterdam ACTA	[2898155008, 887064364]	['2898155008 - Academic Center for Dentistry Amsterdam', '887064364 - University of Amsterdam']	887064364	2898155008	cwts_multi_inst_related
W3101305263	Department of General Practice, Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands.	[193662353, 3018483916]	['193662353 - Utrecht University', '3018483916 - University Medical Center Utrecht']	193662353	3018483916	cwts_multi_inst_related
W3007354585	Molecular Cancer Research, Center for Molecular Medicine, University Medical Center Utrecht, Utrecht University, Utrecht	[193662353, 3018483916]	['193662353 - Utrecht University', '3018483916 - University Medical Center Utrecht', '-1 - None']	193662353	3018483916	cwts_multi_inst_related
W4280536144	Cochrane Netherlands, Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, Utrecht University, Utrecht , Netherlands.	[193662353, 3018483916]	['193662353 - Utrecht University', '3018483916 - University Medical Center Utrecht']	193662353	3018483916	cwts_multi_inst_related
W2971880487	Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht Utrecht University Utrecht The Netherlands	[193662353, 3018483916]	['193662353 - Utrecht University', '3018483916 - University Medical Center Utrecht']	193662353	3018483916	cwts_multi_inst_related
W2830568174	Department of psychiatry, Brain Center Rudolf Magnus, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands.	[193662353, 3018483916]	['193662353 - Utrecht University', '3018483916 - University Medical Center Utrecht']	193662353	3018483916	cwts_multi_inst_related
W2015574498	Department of Pediatric Immunology, Wilhelmina Children's Hospital, University Medical Center Utrecht, The Netherlands.	[4210162850, 3018483916]	["4210162850 - Wilhelmina Children's Hospital", '3018483916 - University Medical Center Utrecht']	4210162850	3018483916	cwts_multi_inst_related
W2027301639	Department of Pediatric Hematology, Immunology and Infectious Disease Emma Children's Hospital Academic Medical Center University of Amsterdam Amsterdam The Netherlands	[4210096594, 887064364, 2802928900]	['4210096594 - Emma Kinderziekenhuis', '887064364 - University of Amsterdam', '2802928900 - Academic Medical Center']	887064364	4210096594	cwts_multi_inst_related
W2970531427	Department of Neonatology, Emma Children’s Hospital, Amsterdam UMC, University of Amsterdam, Netherlands	[4210151833, 4210096594, 887064364]	['4210151833 - Amsterdam University Medical Centers', '4210096594 - Emma Kinderziekenhuis', '887064364 - University of Amsterdam']	887064364	4210096594	cwts_multi_inst_related
W2159905729	Laboratory of Genetic Metabolic Diseases, Departments of Clinical Chemistry and Pediatrics, Emma Children's Hospital, Academic Medical Centre, Amsterdam; and	[4210096594, 2802928900]	['4210096594 - Emma Kinderziekenhuis', '2802928900 - Academic Medical Center', '-1 - None']	4210096594	2802928900	cwts_multi_inst_related
W2921752460	Univ Amsterdam, University of Amsterdam, Emma Children's Hospital, Amsterdam UMC, Emma Childrens Hosp, Dept Pediat Oncol	[4210096594, 887064364, 4210151833]	['4210096594 - Emma Kinderziekenhuis', '887064364 - University of Amsterdam']	887064364	4210096594	cwts_multi_inst_related
W1977558387	Department of Surgery, Akershus University Hospital, Oslo University, Lorenskog, Norway	[2800192669, 184942183]	['2800192669 - Akershus University Hospital', '184942183 - University of Oslo']	184942183	2800192669	cwts_multi_inst_related
W2263139599	Section of Oncology, Institute of Medicine, Haukeland University Hospital, University of Bergen, 5021 Bergen, Norway.	[4432739, 2800740805]	['4432739 - University of Bergen', '2800740805 - Haukeland University Hospital']	4432739	2800740805	cwts_multi_inst_related
W2072878548	Department of Anaesthesiology, University Hospital of Trondheim, Norwegian University of Science and Technology	[4210104358, 204778367]	["4210104358 - St Olav's University Hospital", '204778367 - Norwegian University of Science and Technology']	204778367	4210104358	cwts_multi_inst_related
W2150360922	St. Olavs Hospital, Department of Psychiatry, Østmarka, Department of Neuroscience, The Medical Faculty, The Norwegian University of Science and Technology, Trondheim, Norway	[4210104358, 204778367]	["4210104358 - St Olav's University Hospital", '204778367 - Norwegian University of Science and Technology']	204778367	4210104358	cwts_multi_inst_related
W2533008867	Hematology Center Karolinska, Department of Medicine at Huddinge, Karolinska Institute, Karolinska University Hospital Huddinge, Stockholm, Sweden.	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2313070720	Department of Medicine Huddinge, Center for Infectious Medicine; Karolinska Institutet; Karolinska University Hospital Huddinge; Stockholm Sweden	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2206714426	Department of Women's and Children's Health, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden;	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	Karolinska Institute	1335113835	cwts_multi_inst_related
W2089086391	Division of Clinical Immunology, Department of Clinical Immunology and Transfusion Medicine, Karolinska University Hospital, Karolinska Institutet, Stockholm, Sweden.	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2083648564	Department of Laboratory Medicine, Division of Infectious Diseases, Karolinska Institutet, Karolinska University Hospital, Stockholm, Sweden	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2168902747	Division of Clinical Immunology, Karolinska Institutet, Huddinge University Hospital, Stockholm, Sweden	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2145396879	Department of Urology, Huddinge University Hospital, Karolinska Institute, Sweden.	[1335113835, 28166907]	['1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2129389521	Departments of Oncology-Pathology, Cancer Center Karolinska, Radiumhemmet, Karolinska Institute and Hospital, Stockholm, Sweden	[1335113835, 28166907]	['2802846347 - Sophiahemmet Hospital', '1335113835 - Karolinska University Hospital', '28166907 - Karolinska Institute']	1335113835	Karolinska Institute	cwts_multi_inst_related
W2091477117	Department of Oncology, Radiology and Clinical Immunology, University of Uppsala, University Hospital, Uppsala, Sweden	[1342360035, 123387679]	['1342360035 - Uppsala University Hospital', '123387679 - Uppsala University']	123387679	1342360035	cwts_multi_inst_related
W2983901757	Department of Anaesthesiology and Intensive Care Medicine, Sahlgrenska University Hospital, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.	[881427289, 2801112325]	['881427289 - University of Gothenburg', '2801112325 - Sahlgrenska University Hospital']	881427289	2801112325	cwts_multi_inst_related
W1986810699	Department of Clinical Sciences, Karolinska Institutet, St Erik's Eye Hospital, Stockholm, Sweden	[4210135386, 28166907]	['4210135386 - S:t Eriks Ögonsjukhus', '28166907 - Karolinska Institute']	Karolinska Institute	4210135386	cwts_multi_inst_related
W2076046131	St Erik's Eye Hospital, Karolinska Inst, Stockholm, Sweden	[4210135386, 28166907]	['4210135386 - S:t Eriks Ögonsjukhus', '-1 - None']	4210135386	Karolinska Institute	cwts_multi_inst_related
W4224280973	Department of Translational Science, Clinical Physiology, Lund University, Skåne University Hospital, Malmö, Sweden	[187531555, 4210137844]	['187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W2146615278	Department of Cardiology, Lund University, Lund University Hospital, Lund, Sweden	[187531555, 4210137844]	['187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W3126419243	Department of Clinical Physiology, Skåne University Hospital, Lund University, Sweden	[187531555, 4210137844]	['187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W2121103728	2 Division of Neurology, Department of Clinical Sciences, Lund University, Skane University Hospital, 221 84 Lund, Sweden	[187531555, 4210137844]	['187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W1973457010	Department of Laboratory Medicine, Lund University, Malmö University Hospital Malmö, Sweden	[183111857, 187531555, 4210137844]	['183111857 - Malmö University', '187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W3212586870	Department of Surgery, Skåne University Hospital, Malmö, Lund University, Sweden	[187531555, 4210137844]	['187531555 - Lund University', '4210137844 - Skåne University Hospital']	187531555	4210137844	cwts_multi_inst_related
W2887429082	Singapore Eye Research Institute Singapore National Eye Center Duke‐NUS Medical School National University of Singapore Singapore Singapore	[165932596, 4210116917, 2799299286, 4210126319]	['165932596 - National University of Singapore', '4210116917 - Singapore Eye Research Institute', '2799299286 - Singapore National Eye Center', '4210126319 - Duke NUS Graduate Medical School']	165932596	4210126319	cwts_multi_inst_related
W2215640744	Department of Microbiology, Yong Loo Lin School of Medicine, National University Health System, National University of Singapore, Kent Ridge, Singapore	[165932596, 4210150261]	['165932596 - National University of Singapore', '4210150261 - National University Health System']	165932596	4210150261	cwts_multi_inst_related
W4200332985	Department of Medicine, Division of Neurology Faculty of Medicine, Siriraj Hospital, Mahidol University  Thailand	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W2507269147	Department of Pediatrics, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok 10700, Thailand.	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W1979533162	Department of Microbiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W3677367	Department of Obstetrics and Gynecology, Siriraj Family Planning Research Center, Mahidol University, Faculty of Medicine, Siriraj Hospital, Bangkok, Thailand	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W3038370311	Division of Diagnostic Radiology, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University Bangkok, Thailand	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W1501513469	Endo-Laparoscopic Surgery Unit, Division of General Surgery, Department of Surgery, Faculty of Medicine Siriraj Hospital, Mahidol University	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W4205591436	Department of Anatomy, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W4293206893	Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand.	[4210126604, 25399158]	['4210126604 - Mahidol Oxford Tropical Medicine Research Unit', '25399158 - Mahidol University']	25399158	4210126604	cwts_multi_inst_related
W4226367911	Division of Clinical Chemistry, Department of Pathology, Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand.	[25399158, 4210140007]	['25399158 - Mahidol University', '4210140007 - Ramathibodi Hospital']	25399158	4210140007	cwts_multi_inst_related
W4224299639	Division of Medical Oncology Department of Medicine Faculty of Medicine Siriraj Hospital Mahidol University  Bangkok Thailand	[1332387789, 25399158]	['1332387789 - Siriraj Hospital', '25399158 - Mahidol University']	25399158	1332387789	cwts_multi_inst_related
W3040044423	Physical Medicine and Rehabilitation Clinic, Ankara Diskapi Yildirim Beyazit Education and Research Hospital, University of Health Sciences, Ankara, Turkey.	[4210128276, 4210138303]	['4210128276 - Sağlık Bilimleri Üniversitesi', '4210138303 - Dışkapı Yıldırım Beyazıt Eğitim ve Araştırma Hastanesi']	4210128276	4210138303	cwts_multi_inst_related
W1993084390	Division of General Surgery, Department of Surgery, Tri.Service General Hospital, National Defense Medical Center, Taipei, Taiwan	[1293718874, 68171755]	['1293718874 - Tri-Service General Hospital', '68171755 - National Defense Medical Center']	1293718874	68171755	cwts_multi_inst_related
W2141547507	Department of Anaesthesiology, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan	[1293718874, 68171755]	['1293718874 - Tri-Service General Hospital', '68171755 - National Defense Medical Center']	68171755	1293718874	cwts_multi_inst_related
W2524307396	2 Department of Psychiatry, Tri-Service General Hospital, School of Medicine, National Defense Medical Center, Taipei, Taiwan (ROC).	[1293718874, 68171755]	['1293718874 - Tri-Service General Hospital', '68171755 - National Defense Medical Center']	68171755	1293718874	cwts_multi_inst_related
W2336532849	School of Pharmacy, College of Pharmacy, Taipei Medical University Hospital, Taipei Medical University, Taipei, Taiwan.	[47519274, 2802331550]	['47519274 - Taipei Medical University', '2802331550 - Taipei Medical University Hospital']	47519274	2802331550	cwts_multi_inst_related
W3197970269	Department of Psychiatry, Kaohsiung Medical University Hospital Kaohsiung Medical University Kaohsiung Taiwan	[2802587341, 152743029]	['2802587341 - Kaohsiung Medical University Chung-Ho Memorial Hospital', '152743029 - Kaohsiung Medical University']	152743029	2802587341	cwts_multi_inst_related
W4224307104	Division of Colorectal Surgery, Department of Surgery, Kaohsiung Medical University Hospital, Kaohsiung Medical University, Kaohsiung 80708, Taiwan	[2802587341, 152743029]	['2802587341 - Kaohsiung Medical University Chung-Ho Memorial Hospital', '152743029 - Kaohsiung Medical University']	2802587341	152743029	cwts_multi_inst_related
W2017223024	Department of Diagnostic Radiology, Chang Gung Memorial Hospital at Chiayi, Chang-Gung University College of Medicine, Chiayi,Taiwan	[173093425, 4210156562]	['173093425 - Chang Gung University', '4210156562 - Chiayi Chang Gung Memorial Hospital']	173093425	4210156562	cwts_multi_inst_related
W2079702459	Department of Neurology; Chang Gung Memorial Hospital Linkou Medical Center and College of Medicine; Chang Gung University; Taoyuan Taiwan	[4210116208, 173093425]	['4210116208 - Linkou Chang Gung Memorial Hospital', '173093425 - Chang Gung University']	173093425	4210116208	cwts_multi_inst_related
W2110316335	Liver Transplantation Program, Department of Radiology,  Chang Gung Memorial Hospital-Kaohsiung Medical Center, Chang Gung University College of Medicine, Niao Sung, Taiwan	[173093425, 4210093821]	['173093425 - Chang Gung University', '4210093821 - Kaohsiung Chang Gung Memorial Hospital']	173093425	4210093821	cwts_multi_inst_related
W4210680660	Department of Neurology, Kaohsiung Chang Gung Memorial Hospital, Chang Gung University College of Medicine, Kaohsiung City 833401, Taiwan	[173093425, 4210093821]	['173093425 - Chang Gung University', '4210093821 - Kaohsiung Chang Gung Memorial Hospital']	173093425	4210093821	cwts_multi_inst_related
W3197022953	Department of Obstetrics and Gynecology, Kaohsiung Chang Gung Memorial Hospital, Chang Gung University College of Medicine, Kaohsiung, Taiwan.	[173093425, 4210093821]	['173093425 - Chang Gung University', '4210093821 - Kaohsiung Chang Gung Memorial Hospital']	173093425	4210093821	cwts_multi_inst_related
W2887239690	Division of Pediatric Surgery, Department of Pediatrics, Chang Gung Children's Medical Center, Chang Gung Memorial Hospital, Chang Gung University College of Medicine, Taoyuan, Taiwan.	[173093425, 3020100970, 4210142841]	['173093425 - Chang Gung University', '3020100970 - Chang Gung Memorial Hospital', "4210142841 - Chang Gung Children's Hospital"]	173093425	4210142841	cwts_multi_inst_related
W3008836909	Department of Laboratory Medicine, Kaohsiung Chang Gung Memorial Hospital and Chang Gung University College of Medicine, Kaohsiung, Taiwan	[173093425, 4210093821]	['173093425 - Chang Gung University', '4210093821 - Kaohsiung Chang Gung Memorial Hospital']	173093425	4210093821	cwts_multi_inst_related
W2004651071	Department of Pediatric Surgery, Chang Gung Memorial Hospital–Kaohsiung Medical Center, Chang Gung University College of Medicine, Kaohsiung, Taiwan	[173093425, 4210093821]	['173093425 - Chang Gung University', '4210093821 - Kaohsiung Chang Gung Memorial Hospital']	173093425	4210093821	cwts_multi_inst_related
W2789500512	Department of Laboratory Medicine, Chang Gung Memorial Hospital, Chang Gung University, Taoyuan, Taiwan	[173093425, 3020100970]	['173093425 - Chang Gung University', '3020100970 - Chang Gung Memorial Hospital']	173093425	3020100970	cwts_multi_inst_related
W3215384042	Division of Cardiology, Department of Internal Medicine, Chang Gung Memorial Hospital Linkou, Chang Gung University College of Medicine.	[4210116208, 173093425]	['4210116208 - Linkou Chang Gung Memorial Hospital', '173093425 - Chang Gung University']	173093425	4210116208	cwts_multi_inst_related
W1913910821	Division of Thoracic Surgery, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, Keelung, Taiwan	[173093425, 3020100970]	['173093425 - Chang Gung University', '3020100970 - Chang Gung Memorial Hospital']	173093425	3020100970	cwts_multi_inst_related
W2066303981	Department of Otolaryngology, National Taiwan University Hospital and National Taiwan University, College of Medicine, Taipei, Taiwan	[16733864, 4210131804]	['16733864 - National Taiwan University', '4210131804 - National Taiwan University Hospital']	16733864	4210131804	cwts_multi_inst_related
W2923613200	Departments of Internal Medicine, National Taiwan University Hospital , National Taiwan University College of Medicine , Taipei City , Taiwan.	[16733864, 4210131804]	['16733864 - National Taiwan University', '4210131804 - National Taiwan University Hospital']	16733864	4210131804	cwts_multi_inst_related
W3087535724	Department of Laboratory Medicine, National Taiwan University Hospital, National Taiwan University College of Medicine , Taipei , Taiwan.	[16733864, 4210131804]	['16733864 - National Taiwan University', '4210131804 - National Taiwan University Hospital']	16733864	4210131804	cwts_multi_inst_related
W2017707761	Division of Pediatric Cardiology, Department of Pediatrics, National Taiwan University Hospital, National Taiwan University College of Medicine, Taipei, Taiwan	[16733864, 4210131804]	['16733864 - National Taiwan University', '4210131804 - National Taiwan University Hospital']	16733864	4210131804	cwts_multi_inst_related
W4224312612	Division of Thoracic Surgery, Department of Surgery, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan 704, Taiwan.	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W4224312612	Division of Thoracic Surgery, Department of Surgery, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan 704, Taiwan.	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W4224312612	Division of Thoracic Surgery, Department of Surgery, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan 704, Taiwan.	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W4224312612	Division of Thoracic Surgery, Department of Surgery, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan 704, Taiwan.	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W2084895506	Department of Family Medicine, National Cheng Kung University Hospital, College of Medicine National Cheng Kung University Tainan Taiwan	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W2102600665	Department of Surgery National Cheng Kung University, Hospital, College of Medicine, National Cheng Kung University Tainan Taiwan	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W2794181969	Department of Internal Medicine, National Cheng Kung University Hospital, College of Medicine, National Cheng Kung University, Tainan 70403, Taiwan.	[91807558, 4210158999]	['91807558 - National Cheng Kung University', '4210158999 - National Cheng Kung University Hospital']	91807558	4210158999	cwts_multi_inst_related
W3008493984	Virginia Institute of Marine Science, College of William & Mary, Gloucester Point, USA	[16285277]	['16285277 - William & Mary']	16285277	Virginia Institute of Marine Science	cwts_multi_inst_related
W3183647431	Department of Neurosurgery - EC110, 30 Hope Drive, Pennsylvania State University College of Medicine, Penn State Milton S. Hershey Medical Center, Hershey, USA	[130769515, 82783531]	['130769515 - Pennsylvania State University', '82783531 - Penn State Milton S. Hershey Medical Center']	130769515	82783531	cwts_multi_inst_related
W3087044206	Department of Public Health Sciences, Penn State Health Milton S. Hershey Medical Center, Penn State University College of Medicine, Hershey, PA.	[130769515, 82783531]	['130769515 - Pennsylvania State University', '82783531 - Penn State Milton S. Hershey Medical Center']	130769515	82783531	cwts_multi_inst_related
W123314342	Oncology Service, Wills Eye Hospital, Thomas Jefferson University, Philadelphia, Pennsylvania USA	[871049931, 149251103]	['871049931 - Wills Eye Hospital', '149251103 - Thomas Jefferson University']	149251103	871049931	cwts_multi_inst_related
W2153452513	Surgery, Harvard Medical School Boston, Chief, Burns unit, Brigham and Women's Hosptial, Boston, MA, USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2013113729	Department of Pathology, Brigham and Women's Hospital; Harvard Medical School; Boston MA USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2302327406	Division of Cardiology, Brigham and Women's Hospital, Harvard Medical School, Boston, MA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W3106648771	Cardiovascular Medicine Division, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2967463001	Division of Cardiovascular Medicine Department of Medicine Brigham and Women's Hospital Harvard Medical School Boston MA USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W1965428848	Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston Massachusetts	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2092907538	Department of Radiology, Division of Abdominal Imaging and Intervention, Brigham & Women's Hospital, Harvard Medical School, Boston, MA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2125202601	Brigham and Women’s Hospital, Harvard Medical School, Boston, Massachusetts 02115;	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W3047478453	Department of Surgery , Brigham and Women’s Hospital, Harvard Medical School , Boston, MA , USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W1546400353	Division of Pulmonary and Critical Care Medicine, Brigham and Women's Hospital, Harvard Medical School,  Boston, USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W1981727895	Center for Neurologic Diseases, Brigham & Women’s Hospital, Harvard Medical School, Boston, Massachusets, USA	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2331095948	1 Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham and Women's Hospital/Harvard Medical School , Boston, MA.	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W4210970282	Ann Romney Center for Neurologic Diseases, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W1992899755	Cardiovascular Division, Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts	[136199984, 1283280774]	['136199984 - Harvard University', "1283280774 - Brigham and Women's Hospital"]	136199984	1283280774	cwts_multi_inst_related
W2947428436	Division of Human Genetics, Cincinnati Children's Hospital Medical Center, University of Cincinnati College of Medicine, Cincinnati, OH.	[63135867, 1285204247]	['63135867 - University of Cincinnati', "1285204247 - Cincinnati Children's Hospital Medical Center"]	63135867	1285204247	cwts_multi_inst_related
W2889642692	Cincinnati Children's Hospital Medical Center/University of Cincinnati School of Medicine Cincinnati OH	[63135867, 1285204247]	['63135867 - University of Cincinnati', "1285204247 - Cincinnati Children's Hospital Medical Center"]	63135867	1285204247	cwts_multi_inst_related
W2149684852	Department of Pediatrics, Rush Children's Hospital at Rush‐Presbyterian‐St. Luke's Medical Center, Rush University, Chicago, Illinois	[49886154, 4210114642, 3017797175]	['49886154 - Rush University', "4210114642 - Rush Children's Hospital", "3017797175 - St. Luke's Hospital"]	49886154	4210114642	cwts_multi_inst_related
W2095069508	Department of Emergency Medicine, Boston Medical Center—Boston University School of Medicine, Boston, MA 02118, USA	[1286490081, 111088046]	['1286490081 - Boston Medical Center', '111088046 - Boston University']	111088046	1286490081	cwts_multi_inst_related
W2891525344	Department of Ophthalmology, Massachusetts Eye & Ear Infirmary, Harvard Medical School, Boston, MA	[136199984, 1287163989]	['136199984 - Harvard University', '1287163989 - Massachusetts Eye and Ear Infirmary']	136199984	1287163989	cwts_multi_inst_related
W2807257299	.Boston Children’s Hospital, Harvard Medical School, Boston, Massachusetts	[136199984, 1288882113]	['136199984 - Harvard University', "1288882113 - Boston Children's Hospital"]	136199984	1288882113	cwts_multi_inst_related
W2969620993	Department of Otolaryngology & Communication Enhancement, Boston Children’s Hospital, Department of Otolaryngology, Harvard Medical School, 300 Longwood Ave, Boston, MA, 02115, USA	[136199984, 1288882113]	['136199984 - Harvard University', "1288882113 - Boston Children's Hospital"]	136199984	1288882113	cwts_multi_inst_related
W2520199564	Department of Neurology, Boston Children’s Hospital, Harvard Medical School, Boston, Massachusetts, USA	[136199984, 1288882113]	['136199984 - Harvard University', "1288882113 - Boston Children's Hospital"]	136199984	1288882113	cwts_multi_inst_related
W2006648038	From the Research Division, Joslin Diabetes Center, Department of Medicine, Harvard Medical School, Boston, Massachusetts.	[136199984, 1293231726]	['136199984 - Harvard University', '1293231726 - Joslin Diabetes Center']	136199984	1293231726	cwts_multi_inst_related
W2921922811	Division of Experimental Medicine, Department of Medicine, Zuckerberg San Francisco General Hospital, University of California, San Francisco, CA 94110, USA. pheroze.joshi@ucsf.edu.	[1295908608, 180670191]	['1295908608 - San Francisco General Hospital', '180670191 - University of California, San Francisco']	180670191	1295908608	cwts_multi_inst_related
W2248421110	Case Western Reserve University School of Medicine at MetroHealth Medical Center, 2500 MetroHealth Drive, Cleveland, OH, 44109, USA.	[4210157264, 1299218025, 58956616]	['4210157264 - MetroHealth Medical Center', '1299218025 - MetroHealth', '58956616 - Case Western Reserve University']	58956616	1299218025	cwts_multi_inst_related
W2992781136	Department of Neurosurgery, Case Western Reserve University, MetroHealth Medical Center, Cleveland, Ohio, USA	[4210157264, 1299218025, 58956616]	['4210157264 - MetroHealth Medical Center', '1299218025 - MetroHealth', '58956616 - Case Western Reserve University']	58956616	1299218025	cwts_multi_inst_related
W2094448068	Arkansas Children’s Hospital, University of Arkansas for Medical Sciences, Little Rock, AR 72202-3591, USA	[79620101, 1301864278]	['79620101 - University of Arkansas for Medical Sciences', "1301864278 - Arkansas Children's Hospital"]	79620101	1301864278	cwts_multi_inst_related
W3118345905	Division of Translational Research, Beth Israel Deaconess Medical Center, Harvard Medical School, 330 Brookline Avenue, Boston, MA 02115, USA.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
